spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0220	common_voice_ja_36362864	6.768	5.433	0.803	40	7.36		
cv_0220	common_voice_ja_36361541	5.220	3.170	0.607	23	7.26		
cv_0220	common_voice_ja_36363142	3.960	2.380	0.601	21	8.82		
cv_0220	common_voice_ja_36361225	2.988	1.440	0.482	12	8.33		
cv_0220	common_voice_ja_36363482	3.780	1.904	0.504	16	8.40		
cv_0220	common_voice_ja_36363763	4.428	3.111	0.703	30	9.64		
cv_0220	common_voice_ja_36361418	4.680	2.856	0.610	26	9.10		
cv_0220	common_voice_ja_36360763	2.916	1.010	0.346	8	7.92		
cv_0220	common_voice_ja_36363761	5.220	3.053	0.585	28	9.17		
cv_0220	common_voice_ja_36361660	8.100	6.014	0.742	48	7.98		
cv_0220	common_voice_ja_36362729	3.168	1.869	0.590	0			
cv_0220	common_voice_ja_36363767	4.536	2.728	0.601	23	8.43		
cv_0220	common_voice_ja_36363137	2.448	0.882	0.360	7	7.94		
cv_0220	common_voice_ja_36362727	6.408	5.016	0.783	0			
cv_0220	common_voice_ja_36362059	3.636	2.009	0.553	18	8.96		
cv_0220	common_voice_ja_36363929	3.420	1.834	0.536	0			
cv_0220	common_voice_ja_36361790	3.420	1.997	0.584	16	8.01		
cv_0220	common_voice_ja_36360994	2.736	1.428	0.522	9	6.30		
cv_0220	common_voice_ja_36361792	2.916	1.509	0.517	11	7.29		
cv_0220	common_voice_ja_36361950	3.420	1.649	0.482	15	9.10		
cv_0220	common_voice_ja_36361419	6.336	4.400	0.694	35	7.95		
cv_0220	common_voice_ja_36362443	3.240	2.589	0.799	17	6.57		
cv_0220	common_voice_ja_36363765	3.456	1.834	0.531	20	10.91		
cv_0220	common_voice_ja_36363759	5.580	3.564	0.639	0			
cv_0220	common_voice_ja_36360757	4.716	2.775	0.588	25	9.01		
cv_0220	common_voice_ja_36360595	2.808	1.498	0.533	10	6.68		
cv_0220	common_voice_ja_36361662	3.708	1.858	0.501	17	9.15		
cv_0220	common_voice_ja_36361421	3.960	2.322	0.586	23	9.91		
cv_0220	common_voice_ja_36360829	3.780	2.067	0.547	17	8.22		
cv_0220	common_voice_ja_36361539	3.240	1.556	0.480	0			
cv_0221	common_voice_ja_44569005	3.924	2.995	0.763	0		10768.938499273256	~11-12k(源22-24k)
cv_0221	common_voice_ja_44569007	5.040	3.820	0.758	0		10710.575964095744	~11-12k(源22-24k)
cv_0221	common_voice_ja_44568945	3.528	1.718	0.487	13	7.57		
cv_0221	common_voice_ja_44568993	3.096	1.927	0.622	0			
cv_0221	common_voice_ja_44568992	3.744	2.334	0.623	17	7.28		
cv_0221	common_voice_ja_44568940	12.708	9.810	0.772	0			
cv_0221	common_voice_ja_44569049	4.788	4.180	0.873	22	5.26		
cv_0221	common_voice_ja_44569029	6.660	5.851	0.879	39	6.67		
cv_0221	common_voice_ja_44569051	6.912	6.385	0.924	44	6.89		
cv_0221	common_voice_ja_44569010	2.196	1.080	0.492	8	7.41		
cv_0221	common_voice_ja_44569004	4.716	3.495	0.741	26	7.44		
cv_0221	common_voice_ja_44569028	10.908	9.590	0.879	54	5.63		
cv_0221	common_voice_ja_44569114	6.552	5.561	0.849	46	8.27		
cv_0221	common_voice_ja_44569038	4.608	3.228	0.701	0			
cv_0221	common_voice_ja_44569006	2.592	1.486	0.573	13	8.75		
cv_0221	common_voice_ja_44569112	2.088	0.836	0.400	4	4.78		
cv_0221	common_voice_ja_44569050	5.688	3.669	0.645	25	6.81		
cv_0221	common_voice_ja_44568964	4.248	2.914	0.686	24	8.24		
cv_0221	common_voice_ja_44569113	3.672	2.531	0.689	23	9.09		
cv_0221	common_voice_ja_44568939	11.304	4.505	0.399	0			
cv_0221	common_voice_ja_44569037	4.608	3.576	0.776	25	6.99		
cv_0221	common_voice_ja_44568947	4.428	2.775	0.627	0			
cv_0221	common_voice_ja_44569036	6.048	4.865	0.804	0			
cv_0221	common_voice_ja_44569027	5.184	4.331	0.835	0			
cv_0221	common_voice_ja_44568995	4.212	3.100	0.736	25	8.06		
cv_0221	common_voice_ja_44568944	5.148	3.808	0.740	29	7.62		
cv_0222	common_voice_ja_36232142	10.296	9.160	0.890	64	6.99	11079.14686311787	~11-12k(源22-24k)
cv_0222	common_voice_ja_36237145	3.528	3.088	0.875	13	4.21	10944.69572368421	~11-12k(源22-24k)
cv_0222	common_voice_ja_36236931	5.400	4.911	0.909	33	6.72		
cv_0222	common_voice_ja_36237117	3.816	2.229	0.584	13	5.83		
cv_0222	common_voice_ja_36237351	7.416	6.130	0.827	43	7.01		
cv_0222	common_voice_ja_36237585	6.588	5.248	0.797	0			
cv_0222	common_voice_ja_36236936	6.300	4.888	0.776	34	6.96		
cv_0222	common_voice_ja_36236669	4.536	2.833	0.625	24	8.47		
cv_0222	common_voice_ja_36237420	4.428	3.878	0.876	22	5.67		
cv_0222	common_voice_ja_36237769	3.348	2.218	0.662	13	5.86		
cv_0222	common_voice_ja_36237649	3.996	2.717	0.680	19	6.99		
cv_0222	common_voice_ja_36232394	3.960	3.495	0.883	20	5.72		
cv_0222	common_voice_ja_36237119	8.028	7.523	0.937	43	5.72		
cv_0222	common_voice_ja_36236674	3.780	3.274	0.866	15	4.58		
cv_0222	common_voice_ja_36237355	4.788	3.529	0.737	26	7.37		
cv_0222	common_voice_ja_36236830	3.420	2.937	0.859	10	3.40		
cv_0222	common_voice_ja_36237194	4.320	2.810	0.650	0			
cv_0222	common_voice_ja_36237118	3.888	3.448	0.887	11	3.19		
cv_0222	common_voice_ja_36237148	4.500	3.901	0.867	23	5.90		
cv_0222	common_voice_ja_36232305	5.220	4.725	0.905	26	5.50		
cv_0222	common_voice_ja_36237195	5.076	3.100	0.611	23	7.42		
cv_0222	common_voice_ja_36236882	4.248	3.773	0.888	20	5.30		
cv_0222	common_voice_ja_36237353	4.320	2.531	0.586	20	7.90		
cv_0222	common_voice_ja_36232396	5.688	5.201	0.914	31	5.96		
cv_0222	common_voice_ja_36237775	3.960	3.471	0.877	16	4.61		
cv_0222	common_voice_ja_36237702	3.600	3.135	0.871	16	5.10		
cv_0222	common_voice_ja_36237467	4.860	4.389	0.903	23	5.24		
cv_0222	common_voice_ja_36237588	4.248	3.785	0.891	18	4.76		
cv_0222	common_voice_ja_36236885	5.040	4.586	0.910	28	6.11		
cv_0222	common_voice_ja_36237354	7.956	6.954	0.874	0			
cv_0222	common_voice_ja_36236670	5.400	4.899	0.907	33	6.74		
cv_0222	common_voice_ja_36232309	2.880	2.392	0.831	8	3.34		
cv_0222	common_voice_ja_36237075	4.428	3.959	0.894	24	6.06		
cv_0222	common_voice_ja_36237698	6.120	4.888	0.799	34	6.96		
cv_0222	common_voice_ja_36236996	2.916	2.450	0.840	11	4.49		
cv_0222	common_voice_ja_36232392	6.768	5.016	0.741	32	6.38		
cv_0222	common_voice_ja_36237352	3.240	1.556	0.480	14	9.00		
cv_0222	common_voice_ja_36232137	3.816	2.531	0.663	14	5.53		
cv_0222	common_voice_ja_36237143	4.716	2.949	0.625	21	7.12		
cv_0222	common_voice_ja_36236991	3.276	2.891	0.882	15	5.19		
cv_0222	common_voice_ja_36237277	4.536	2.566	0.566	16	6.24		
cv_0222	common_voice_ja_36237416	4.968	3.320	0.668	28	8.43		
cv_0222	common_voice_ja_36237149	4.320	3.193	0.739	21	6.58		
cv_0222	common_voice_ja_36231880	4.176	1.672	0.400	12	7.18		
cv_0222	common_voice_ja_36237081	2.808	2.334	0.831	9	3.86		
cv_0222	common_voice_ja_36237146	4.248	3.785	0.891	22	5.81		
cv_0222	common_voice_ja_36237646	3.528	2.961	0.839	0			
cv_0222	common_voice_ja_36237080	3.060	2.601	0.850	9	3.46		
cv_0222	common_voice_ja_36236887	5.508	5.039	0.915	31	6.15		
cv_0222	common_voice_ja_36236939	3.456	3.111	0.900	13	4.18		
cv_0222	common_voice_ja_36237196	3.996	2.694	0.674	17	6.31		
cv_0222	common_voice_ja_36232139	10.188	8.719	0.856	0			
cv_0222	common_voice_ja_36236672	4.356	3.913	0.898	24	6.13		
cv_0222	common_voice_ja_36236995	5.436	4.981	0.916	25	5.02		
cv_0222	common_voice_ja_36231969	5.220	3.495	0.670	0			
cv_0222	common_voice_ja_36232303	4.428	3.959	0.894	20	5.05		
cv_0222	common_voice_ja_36237116	5.256	4.307	0.819	28	6.50		
cv_0222	common_voice_ja_36237577	3.816	2.159	0.566	18	8.34		
cv_0223	common_voice_ja_38977616	9.720	7.848	0.807	76	9.68	10414.297972910503	~11-12k(源22-24k)
cv_0223	common_voice_ja_38977697	8.820	7.047	0.799	66	9.37	9727.473743822075	~11-12k(源22-24k)
cv_0223	common_voice_ja_38977639	2.736	0.940	0.344	0			
cv_0223	common_voice_ja_38977778	9.828	8.243	0.839	74	8.98		
cv_0223	common_voice_ja_38976993	7.200	5.492	0.763	43	7.83		
cv_0223	common_voice_ja_38977662	7.596	6.200	0.816	56	9.03		
cv_0223	common_voice_ja_38976997	5.508	3.785	0.687	28	7.40		
cv_0223	common_voice_ja_38978019	7.776	6.037	0.776	0			
cv_0223	common_voice_ja_38978457	8.028	6.177	0.769	0			
cv_0223	common_voice_ja_38977371	3.240	1.707	0.527	14	8.20		
cv_0223	common_voice_ja_38976818	9.576	7.895	0.824	0			
cv_0223	common_voice_ja_38977729	7.056	5.817	0.824	57	9.80		
cv_0223	common_voice_ja_38978075	7.236	6.293	0.870	57	9.06		
cv_0223	common_voice_ja_38976995	6.408	4.934	0.770	0			
cv_0223	common_voice_ja_38978039	5.868	4.296	0.732	0			
cv_0223	common_voice_ja_38976902	4.788	3.379	0.706	0			
cv_0223	common_voice_ja_38977516	8.856	7.198	0.813	0			
cv_0223	common_voice_ja_38976912	6.696	5.317	0.794	48	9.03		
cv_0223	common_voice_ja_38977182	6.588	4.540	0.689	42	9.25		
cv_0223	common_voice_ja_38977294	7.236	5.700	0.788	0			
cv_0223	common_voice_ja_38977522	8.388	7.233	0.862	68	9.40		
cv_0223	common_voice_ja_38977124	8.640	6.142	0.711	0			
cv_0223	common_voice_ja_38977509	9.468	7.895	0.834	0			
cv_0223	common_voice_ja_38977214	9.216	7.430	0.806	63	8.48		
cv_0223	common_voice_ja_38976923	4.536	2.984	0.658	31	10.39		
cv_0223	common_voice_ja_38978610	3.816	2.299	0.602	23	10.00		
cv_0223	common_voice_ja_38978020	9.108	7.848	0.862	72	9.17		
cv_0223	common_voice_ja_38978158	6.228	4.748	0.762	47	9.90		
cv_0223	common_voice_ja_38978458	8.820	7.814	0.886	66	8.45		
cv_0223	common_voice_ja_38977609	8.748	7.233	0.827	0			
cv_0223	common_voice_ja_38977180	9.288	7.918	0.852	0			
cv_0223	common_voice_ja_38978584	9.036	7.361	0.815	65	8.83		
cv_0223	common_voice_ja_38978162	5.868	4.876	0.831	0			
cv_0223	common_voice_ja_38977789	6.768	5.271	0.779	0			
cv_0223	common_voice_ja_38977614	9.720	8.278	0.852	77	9.30		
cv_0223	common_voice_ja_38977663	5.076	3.228	0.636	29	8.98		
cv_0223	common_voice_ja_38977701	2.268	1.207	0.532	0			
cv_0223	common_voice_ja_38976946	7.020	5.433	0.774	0			
cv_0224	common_voice_ja_41812463	12.060	11.134	0.923	97	8.71	11031.466697080292	~11-12k(源22-24k)
cv_0224	common_voice_ja_41812433	4.500	3.576	0.795	24	6.71	10980.255681818182	~11-12k(源22-24k)
cv_0224	common_voice_ja_41812437	4.248	4.203	0.989	21	5.00		
cv_0224	common_voice_ja_41812416	3.060	1.718	0.561	12	6.98		
cv_0224	common_voice_ja_41812427	3.276	1.788	0.546	13	7.27		
cv_0224	common_voice_ja_41812264	3.888	1.823	0.469	14	7.68		
cv_0224	common_voice_ja_41812395	3.420	2.624	0.767	12	4.57		
cv_0224	common_voice_ja_41812408	2.556	1.579	0.618	5	3.17		
cv_0224	common_voice_ja_41812370	3.420	2.647	0.774	5	1.89		
cv_0224	common_voice_ja_41812434	3.528	1.695	0.480	14	8.26		
cv_0224	common_voice_ja_41812329	3.168	1.474	0.465	12	8.14		
cv_0224	common_voice_ja_41812430	2.376	2.310	0.972	4	1.73		
cv_0224	common_voice_ja_41812294	4.428	2.821	0.637	21	7.44		
cv_0224	common_voice_ja_41812415	2.988	1.776	0.594	9	5.07		
cv_0224	common_voice_ja_41812378	5.220	4.272	0.818	12	2.81		
cv_0224	common_voice_ja_41812447	3.060	2.136	0.698	9	4.21		
cv_0224	common_voice_ja_41812377	4.716	3.901	0.827	26	6.66		
cv_0224	common_voice_ja_41812469	3.780	2.995	0.792	15	5.01		
cv_0224	common_voice_ja_41812275	3.420	2.020	0.591	16	7.92		
cv_0224	common_voice_ja_41812409	3.060	1.753	0.573	11	6.27		
cv_0224	common_voice_ja_41812464	3.276	2.589	0.790	0			
cv_0224	common_voice_ja_41812376	2.916	2.508	0.860	7	2.79		
cv_0224	common_voice_ja_41812356	3.240	2.368	0.731	6	2.53		
cv_0224	common_voice_ja_41812369	4.680	3.181	0.680	9	2.83		
cv_0224	common_voice_ja_41812387	3.348	2.763	0.825	11	3.98		
cv_0224	common_voice_ja_41812341	2.556	1.695	0.663	7	4.13		
cv_0224	common_voice_ja_41812379	2.196	0.697	0.317	3	4.30		
cv_0224	common_voice_ja_41812425	3.708	2.496	0.673	19	7.61		
cv_0224	common_voice_ja_41812393	3.276	2.438	0.744	14	5.74		
cv_0224	common_voice_ja_41812293	4.968	3.251	0.654	0			
cv_0224	common_voice_ja_41812394	3.420	1.521	0.445	11	7.23		
cv_0224	common_voice_ja_41812344	3.276	1.579	0.482	11	6.97		
cv_0224	common_voice_ja_41812371	3.816	2.717	0.712	14	5.15		
cv_0224	common_voice_ja_41812263	3.528	1.707	0.484	13	7.62		
cv_0224	common_voice_ja_41812412	5.508	4.574	0.830	32	7.00		
cv_0224	common_voice_ja_41812428	4.320	3.529	0.817	0			
cv_0224	common_voice_ja_41812449	3.060	1.474	0.482	10	6.78		
cv_0224	common_voice_ja_41812357	4.500	1.904	0.423	14	7.35		
cv_0224	common_voice_ja_41812465	2.520	1.242	0.493	6	4.83		
cv_0224	common_voice_ja_41812385	2.520	2.287	0.908	0			
cv_0224	common_voice_ja_41812396	4.896	3.994	0.816	0			
cv_0224	common_voice_ja_41812432	2.916	1.405	0.482	11	7.83		
cv_0224	common_voice_ja_41812407	3.060	1.300	0.425	0			
cv_0224	common_voice_ja_41812456	2.880	2.125	0.738	9	4.24		
cv_0224	common_voice_ja_41812383	3.708	2.136	0.576	12	5.62		
cv_0224	common_voice_ja_41812418	5.616	4.447	0.792	25	5.62		
cv_0224	common_voice_ja_41812292	4.140	2.589	0.625	20	7.72		
cv_0224	common_voice_ja_41812398	3.348	3.019	0.902	11	3.64		
cv_0224	common_voice_ja_41812466	2.916	2.090	0.717	8	3.83		
cv_0224	common_voice_ja_41812327	4.176	2.485	0.595	21	8.45		
cv_0224	common_voice_ja_41812397	3.708	2.032	0.548	16	7.87		
cv_0224	common_voice_ja_41812441	3.168	2.113	0.667	12	5.68		
cv_0224	common_voice_ja_41812419	2.700	1.591	0.589	5	3.14		
cv_0224	common_voice_ja_41812261	5.760	3.564	0.619	0			
cv_0224	common_voice_ja_41812439	3.996	2.473	0.619	19	7.68		
cv_0224	common_voice_ja_41812384	3.456	2.566	0.742	8	3.12		
cv_0224	common_voice_ja_41812373	3.708	2.566	0.692	13	5.07		
cv_0224	common_voice_ja_41812277	2.736	1.057	0.386	8	7.57		
cv_0224	common_voice_ja_41812461	3.528	2.786	0.790	15	5.38		
cv_0224	common_voice_ja_41812454	2.880	1.451	0.504	12	8.27		
cv_0224	common_voice_ja_41812460	3.276	1.869	0.571	13	6.96		
cv_0224	common_voice_ja_41812438	7.056	6.269	0.888	0			
cv_0224	common_voice_ja_41812459	3.276	1.660	0.507	12	7.23		
cv_0224	common_voice_ja_41812375	3.960	2.276	0.575	17	7.47		
cv_0224	common_voice_ja_41812452	2.880	1.823	0.633	9	4.94		
cv_0224	common_voice_ja_41812448	3.636	2.241	0.616	16	7.14		
cv_0224	common_voice_ja_41812399	2.808	1.173	0.418	9	7.67		
cv_0224	common_voice_ja_41812358	7.596	5.968	0.786	47	7.88		
cv_0224	common_voice_ja_41812290	3.708	1.846	0.498	15	8.13		
cv_0224	common_voice_ja_41812291	4.788	3.762	0.786	0			
cv_0224	common_voice_ja_41812276	2.736	1.358	0.496	0			
cv_0224	common_voice_ja_41812404	2.376	1.962	0.826	3	1.53		
cv_0224	common_voice_ja_41812429	2.736	2.090	0.764	0			
cv_0225	common_voice_ja_39089041	2.520	1.231	0.488	10	8.12	10981.121020047169	~11-12k(源22-24k)
cv_0225	common_voice_ja_39083099	2.520	1.231	0.488	8	6.50	10990.871904481131	~11-12k(源22-24k)
cv_0225	common_voice_ja_39084948	3.096	2.032	0.656	0			
cv_0225	common_voice_ja_39085852	2.520	1.451	0.576	11	7.58		
cv_0225	common_voice_ja_39082832	3.600	2.055	0.571	10	4.87		
cv_0225	common_voice_ja_39088217	2.088	0.627	0.300	5	7.97		
cv_0225	common_voice_ja_39085527	5.256	3.738	0.711	0			
cv_0225	common_voice_ja_39088986	2.700	1.811	0.671	0			
cv_0225	common_voice_ja_39083511	3.276	2.543	0.776	15	5.90		
cv_0225	common_voice_ja_39089425	2.196	0.557	0.254	4	7.18		
cv_0225	common_voice_ja_39082806	2.160	0.906	0.419	4	4.42		
cv_0225	common_voice_ja_39083311	2.808	1.741	0.620	13	7.47		
cv_0225	common_voice_ja_39082905	2.880	1.521	0.528	12	7.89		
cv_0225	common_voice_ja_39086051	2.160	1.300	0.602	0			
cv_0225	common_voice_ja_39081387	8.100	7.140	0.881	0			
cv_0225	common_voice_ja_39083314	2.160	1.382	0.640	0			
cv_0225	common_voice_ja_39089435	2.196	0.708	0.322	5	7.06		
cv_0225	common_voice_ja_39086062	2.268	0.940	0.414	7	7.45		
cv_0226	common_voice_ja_36346276	3.276	2.171	0.663	19	8.75	11093.169284759357	~11-12k(源22-24k)
cv_0226	common_voice_ja_36346569	3.888	2.554	0.657	15	5.87	11095.472301136364	~11-12k(源22-24k)
cv_0226	common_voice_ja_36346719	2.988	1.405	0.470	14	9.96		
cv_0226	common_voice_ja_36346353	3.420	1.683	0.492	15	8.91		
cv_0226	common_voice_ja_36346295	3.708	2.786	0.751	17	6.10		
cv_0226	common_voice_ja_36346275	5.328	3.936	0.739	22	5.59		
cv_0226	common_voice_ja_36346090	5.796	4.423	0.763	35	7.91		
cv_0226	common_voice_ja_36346224	7.776	6.002	0.772	0			
cv_0226	common_voice_ja_36346203	8.640	6.978	0.808	59	8.46		
cv_0226	common_voice_ja_36346260	3.348	1.730	0.517	14	8.09		
cv_0226	common_voice_ja_36346323	4.896	3.506	0.716	21	5.99		
cv_0226	common_voice_ja_36346220	3.780	2.043	0.540	19	9.30		
cv_0226	common_voice_ja_36346350	2.880	1.521	0.528	11	7.23		
cv_0226	common_voice_ja_36346490	3.240	1.776	0.548	17	9.57		
cv_0226	common_voice_ja_36346721	5.328	4.098	0.769	0			
cv_0226	common_voice_ja_36345998	3.276	1.498	0.457	13	8.68		
cv_0226	common_voice_ja_36346628	4.248	3.599	0.847	29	8.06		
cv_0226	common_voice_ja_36346881	3.960	2.659	0.671	22	8.27		
cv_0226	common_voice_ja_36346523	3.888	2.519	0.648	21	8.34		
cv_0226	common_voice_ja_36346044	2.808	1.823	0.649	0			
cv_0226	common_voice_ja_36346165	2.808	1.207	0.430	10	8.29		
cv_0226	common_voice_ja_36346722	2.736	1.695	0.620	16	9.44		
cv_0226	common_voice_ja_36346668	6.516	4.876	0.748	36	7.38		
cv_0226	common_voice_ja_36346885	6.408	5.050	0.788	40	7.92		
cv_0226	common_voice_ja_36346202	5.400	4.017	0.744	30	7.47		
cv_0226	common_voice_ja_36346001	2.988	2.125	0.711	0			
cv_0226	common_voice_ja_36346259	5.220	4.005	0.767	37	9.24		
cv_0226	common_voice_ja_36346045	4.320	2.624	0.607	22	8.38		
cv_0226	common_voice_ja_36347012	6.048	4.876	0.806	49	10.05		
cv_0226	common_voice_ja_36346525	5.400	3.762	0.697	27	7.18		
cv_0226	common_voice_ja_36346492	3.816	2.125	0.557	18	8.47		
cv_0226	common_voice_ja_36345956	3.960	2.566	0.648	0			
cv_0226	common_voice_ja_36346138	10.260	9.311	0.908	78	8.38		
cv_0226	common_voice_ja_36346091	2.736	1.022	0.374	9	8.81		
cv_0226	common_voice_ja_36346830	3.636	2.368	0.651	0			
cv_0226	common_voice_ja_36346888	7.596	5.863	0.772	49	8.36		
cv_0226	common_voice_ja_36346975	4.176	2.844	0.681	23	8.09		
cv_0226	common_voice_ja_36346144	6.588	5.631	0.855	0			
cv_0226	common_voice_ja_36346718	3.780	2.601	0.688	25	9.61		
cv_0226	common_voice_ja_36346570	3.780	2.450	0.648	15	6.12		
cv_0226	common_voice_ja_36346338	6.660	5.480	0.823	0			
cv_0226	common_voice_ja_36347015	2.448	1.289	0.527	9	6.98		
cv_0226	common_voice_ja_36346571	2.916	1.498	0.514	10	6.68		
cv_0226	common_voice_ja_36346573	3.780	2.403	0.636	21	8.74		
cv_0226	common_voice_ja_36346829	7.056	5.863	0.831	49	8.36		
cv_0226	common_voice_ja_36346171	5.940	4.098	0.690	15	3.66		
cv_0226	common_voice_ja_36346274	2.988	1.405	0.470	10	7.12		
cv_0226	common_voice_ja_36346795	2.700	1.382	0.512	10	7.24		
cv_0226	common_voice_ja_36345955	5.940	4.563	0.768	35	7.67		
cv_0226	common_voice_ja_36346804	9.216	7.814	0.848	61	7.81		
cv_0226	common_voice_ja_36346529	3.168	1.939	0.612	15	7.74		
cv_0226	common_voice_ja_36346572	6.480	5.027	0.776	40	7.96		
cv_0226	common_voice_ja_36346801	5.220	3.924	0.752	36	9.17		
cv_0226	common_voice_ja_36346206	7.020	5.480	0.781	0			
cv_0226	common_voice_ja_36346320	7.848	6.583	0.839	46	6.99		
cv_0226	common_voice_ja_36346527	9.900	8.580	0.867	76	8.86		
cv_0226	common_voice_ja_36346263	2.700	1.416	0.524	12	8.47		
cv_0226	common_voice_ja_36346278	6.048	4.795	0.793	36	7.51		
cv_0226	common_voice_ja_36346337	4.176	2.995	0.717	11	3.67		
cv_0226	common_voice_ja_36346831	7.596	4.795	0.631	47	9.80		
cv_0226	common_voice_ja_36346402	4.248	2.833	0.667	20	7.06		
cv_0226	common_voice_ja_36346087	6.768	5.201	0.768	42	8.08		
cv_0226	common_voice_ja_36346491	7.380	6.246	0.846	50	8.01		
cv_0226	common_voice_ja_36346796	4.680	3.170	0.677	30	9.46		
cv_0226	common_voice_ja_36346005	4.500	4.156	0.924	23	5.53		
cv_0226	common_voice_ja_36346532	2.808	1.718	0.612	11	6.40		
cv_0226	common_voice_ja_36346173	8.748	7.314	0.836	52	7.11		
cv_0226	common_voice_ja_36345953	9.756	8.731	0.895	50	5.73		
cv_0227	common_voice_ja_39087848	5.688	5.248	0.923	0		11020.998254286504	~11-12k(源22-24k)
cv_0227	common_voice_ja_39092475	2.160	1.753	0.812	19	10.84	11019.295840231787	~11-12k(源22-24k)
cv_0227	common_voice_ja_39087518	4.140	3.738	0.903	0			
cv_0227	common_voice_ja_39088068	2.448	1.985	0.811	10	5.04		
cv_0227	common_voice_ja_39089830	2.448	2.136	0.873	15	7.02		
cv_0227	common_voice_ja_39086360	1.728	1.347	0.780	0			
cv_0227	common_voice_ja_39087568	1.908	1.509	0.791	7	4.64		
cv_0227	common_voice_ja_39087053	3.996	3.950	0.988	36	9.11		
cv_0227	common_voice_ja_39086325	3.456	2.055	0.595	6	2.92		
cv_0227	common_voice_ja_39089841	2.736	2.426	0.887	0			
cv_0227	common_voice_ja_39091062	2.700	2.461	0.911	0			
cv_0227	common_voice_ja_39087347	1.620	1.184	0.731	5	4.22		
cv_0227	common_voice_ja_39088266	2.808	2.415	0.860	0			
cv_0227	common_voice_ja_39077505	1.800	1.753	0.974	10	5.70		
cv_0227	common_voice_ja_39086798	1.800	1.765	0.981	8	4.53		
cv_0227	common_voice_ja_39091457	2.088	1.730	0.829	9	5.20		
cv_0227	common_voice_ja_39088720	1.656	1.254	0.757	7	5.58		
cv_0227	common_voice_ja_39087021	1.908	1.823	0.955	5	2.74		
cv_0227	common_voice_ja_39087098	1.728	1.289	0.746	10	7.76		
cv_0227	common_voice_ja_39087586	2.628	2.229	0.848	0			
cv_0227	common_voice_ja_39086612	3.240	2.786	0.860	18	6.46		
cv_0227	common_voice_ja_39087977	1.620	1.207	0.745	0			
cv_0227	common_voice_ja_39088335	1.836	1.405	0.765	8	5.69		
cv_0227	common_voice_ja_39087788	5.328	4.911	0.922	51	10.38		
cv_0227	common_voice_ja_39090561	2.016	1.579	0.783	8	5.07		
cv_0227	common_voice_ja_39091034	2.988	2.601	0.870	19	7.30		
cv_0227	common_voice_ja_39088118	2.988	2.508	0.839	21	8.37		
cv_0227	common_voice_ja_39092202	2.016	1.672	0.829	8	4.78		
cv_0227	common_voice_ja_39092110	3.636	3.355	0.923	0			
cv_0227	common_voice_ja_39087320	2.448	2.390	0.976	0			
cv_0227	common_voice_ja_39091641	3.528	3.204	0.908	0			
cv_0228	common_voice_ja_38990337	8.064	7.001	0.868	69	9.86	10994.14645522388	~11-12k(源22-24k)
cv_0228	common_voice_ja_38989665	7.200	6.327	0.879	66	10.43	11016.781823394494	~11-12k(源22-24k)
cv_0228	common_voice_ja_38989426	8.784	7.802	0.888	0			
cv_0228	common_voice_ja_38989326	5.184	4.063	0.784	38	9.35		
cv_0228	common_voice_ja_38990244	8.172	6.699	0.820	69	10.30		
cv_0228	common_voice_ja_38990192	3.924	3.355	0.855	31	9.24		
cv_0228	common_voice_ja_38990250	5.292	4.667	0.882	0			
cv_0228	common_voice_ja_38989167	3.096	1.126	0.364	10	8.88		
cv_0228	common_voice_ja_38990341	5.904	4.400	0.745	43	9.77		
cv_0228	common_voice_ja_38990340	9.072	8.487	0.936	85	10.02		
cv_0228	common_voice_ja_38989878	6.084	5.515	0.906	0			
cv_0228	common_voice_ja_38990225	9.468	8.533	0.901	82	9.61		
cv_0228	common_voice_ja_38989240	3.528	1.858	0.527	19	10.23		
cv_0228	common_voice_ja_38989168	9.576	8.789	0.918	0			
cv_0228	common_voice_ja_38989880	6.660	6.444	0.968	63	9.78		
